date,cases,cum_cases,deaths,cum_deaths,mask_required,population,current_population,incidence_rate,spread_category,removed,cum_removed,infected,susceptible,transmission_rate,infection_rate,r0,derivative
2020-03-31,56,710,4,25,,945726,945701,5.921533338761406,green,6,13,697,945113.0,0.0007374779523718328,0.005925217407865515,0.010535399319597611,-0.0005287107885228745
2020-04-01,58,780,6,34,,945726,945692,6.1330750392305315,green,13,26,754,945023.0,0.0007978641789670727,0.006137416761285175,0.01139805969952961,0.0014820285766265046
2020-04-02,84,869,7,42,,945726,945684,8.882459679977668,orange,16,42,827,944959.0,0.00087517024548155,0.008889274561118524,0.012502432078307856,0.0024346184862816768
2020-04-03,104,1023,8,51,,945726,945675,10.997435694080947,orange,23,65,958,944883.0,0.0010138821420218164,0.011006653733848529,0.014484030600311662,-0.00015776622011438
2020-04-04,81,1023,9,61,,945726,945665,8.565401066974035,orange,26,91,932,944745.0,0.0009865095872431185,0.008573742120889764,0.01409299410347312,0.00015943901845712032
2020-04-05,107,1190,7,63,,945726,945663,11.314812993635153,orange,40,131,1059,944768.0,0.0011209101070315676,0.01132553177076277,0.01601300152902239,-0.00021118827771688439
2020-04-06,77,1256,6,69,,945726,945657,8.14248718087002,orange,36,167,1089,944627.0,0.0011528359871144907,0.008151365565455995,0.016469085530207008,-0.00036952567072990727
2020-04-07,100,1323,4,74,,945726,945652,10.574714588453258,orange,39,206,1117,944601.0,0.00118250986395314,0.010586480429302955,0.016892998056473426,-0.00010562233194086681
2020-04-08,75,1416,7,86,,945726,945640,7.931136584746838,orange,47,253,1163,944570.0,0.0012312480811374489,0.007940120901574262,0.017589258301963555,-0.0012700156213147845
2020-04-09,76,1484,9,96,,945726,945630,8.036970062286517,orange,47,300,1184,944516.0,0.0012535520838185907,0.008046449186673386,0.017907886911694152,0.0004767603370412852
2020-04-10,84,1575,8,100,No,945726,945626,8.883004485917265,orange,56,356,1219,944495.0,0.0012906367953244855,0.008893641575656832,0.018437668504635504,0.0001590993175914551
2020-04-11,79,1653,6,106,No,945726,945620,8.354307227004504,orange,72,428,1225,944451.0,0.0012970498204777168,0.008364647821856296,0.018529283149681667,-0.0004761676206766234
2020-04-12,75,1710,4,110,No,945726,945616,7.931337879223702,orange,86,514,1196,944429.0,0.0012663736501102782,0.007941306334303585,0.018091052144432546,-0.0012176166334188407
2020-04-13,56,1743,4,113,No,945726,945613,5.9220844045079755,green,68,582,1161,944444.0,0.0012292946961386805,0.0059294145550186144,0.017561352801981147,-0.0014825563283052956
2020-04-14,47,1795,3,117,No,945726,945609,4.970341864343507,green,56,638,1157,944497.0,0.0012249906564022967,0.004976193677692994,0.017499866520032808,-0.00015902858383330708
2020-04-15,53,1870,4,123,No,945726,945603,5.604889155385505,green,58,696,1174,944513.0,0.0012429685986323112,0.005611357387352,0.017756694266175873,0.0011117142769467214
2020-04-16,68,1947,5,130,No,945726,945596,7.191231773400057,orange,84,780,1167,944494.0,0.0012355822270972605,0.007199622231586437,0.017651174672818005,0.001005962694396739
2020-04-17,72,2013,6,135,No,945726,945591,7.6142856689625855,orange,104,884,1129,944475.0,0.0011953730908705895,0.007623282776145478,0.017076758441008418,-0.00015881155306485522
2020-04-18,65,2065,7,144,No,945726,945582,6.8740733220387025,green,81,965,1100,944493.0,0.001164646005846523,0.006881999125456726,0.016637800083521757,-0.00026496018177764443
2020-04-19,67,2150,6,150,No,945726,945576,7.085628230834962,orange,107,1072,1078,944545.0,0.0011412902508615259,0.007093362412590189,0.01630414644087894,-0.00031778945326778937
2020-04-20,59,2191,6,153,No,945726,945573,6.2396028651410305,green,77,1149,1042,944541.0,0.0011031813335789552,0.006246420218921148,0.015759733336842215,-0.0005824855143300761
2020-04-21,56,2234,5,159,No,945726,945567,5.922372502424471,green,100,1249,985,944607.0,0.0010427616987805511,0.005928391383930037,0.014896595696865014,-0.0004237719101869873
2020-04-22,51,2304,5,167,No,945726,945559,5.393634876300686,green,75,1324,980,944641.0,0.0010374311510933784,0.005398876398547173,0.01482044501561969,0.00037029853935996145
2020-04-23,63,2382,5,169,No,945726,945557,6.662739528129981,green,76,1400,982,944671.0,0.001039515344495597,0.00666898846264996,0.014850219207079955,0.0007409239173642164
2020-04-24,65,2431,4,173,No,945726,945553,6.874284149064093,green,84,1484,947,944668.0,0.0010024685921403076,0.006880724233275606,0.014320979887718677,0.0005291866392205403
2020-04-25,73,2525,3,178,No,945726,945548,7.720390715225457,orange,79,1563,962,944695.0,0.0010183180814972027,0.00772736174109104,0.014547401164245752,0.0008997089123295248
2020-04-26,82,2629,5,185,No,945726,945541,8.672283909423282,orange,75,1638,991,944685.0,0.0010490269243186882,0.008680142057934655,0.014986098918838401,0.00042357592025751975
2020-04-27,81,2674,5,189,No,945726,945537,8.56656058937937,orange,56,1694,980,944660.0,0.0010374102851819702,0.00857451358160608,0.014820146931171,-0.0008997890316983824
2020-04-28,65,2722,6,198,No,945726,945528,6.874465906879543,green,47,1741,981,944690.0,0.0010384358890217955,0.0068805639945378905,0.014834798414597077,-0.001005784828334611
2020-04-29,62,2815,7,208,No,945726,945518,6.557252215187865,green,53,1794,1021,944698.0,0.001080768668929118,0.006562943924936858,0.015439552413273112,0.001217517912115675
2020-04-30,88,2940,7,211,No,945726,945515,9.307097190420036,orange,68,1862,1078,944652.0,0.001141160977799232,0.00931559981876924,0.01630229968284617,0.0023824209846615126
2020-05-01,107,3044,6,218,No,945726,945508,11.316667865316846,orange,72,1934,1110,944580.0,0.0011751254525821,0.011327785894259883,0.01678750646545857,0.001165115698570118
2020-05-02,110,3147,5,223,No,945726,945503,11.634019141134402,orange,65,1999,1148,944544.0,0.0012154012941694616,0.011645831215909477,0.017362875630992307,-0.000317222228992658
2020-05-03,101,3244,6,230,No,945726,945496,10.68222393325831,orange,67,2066,1178,944513.0,0.0012472035853397466,0.010693341436274567,0.017817194076282093,-0.0013760289050988844
2020-05-04,84,3296,4,232,No,945726,945494,8.884244638252596,orange,59,2125,1171,944481.0,0.001239834364058144,0.008893773405711708,0.017711919486544915,-0.0017468672250573764
2020-05-05,68,3353,4,235,No,945726,945491,7.19203038421307,orange,56,2181,1172,944496.0,0.0012408734393793092,0.007199606986159814,0.017726763419704417,-0.00047652361050414937
2020-05-06,75,3469,2,236,No,945726,945490,7.932394842885699,orange,51,2232,1237,944498.0,0.0013096904387304156,0.00794072618470341,0.018709863410434506,0.0012708179770430659
2020-05-07,92,3573,1,237,No,945726,945489,9.730414632005237,orange,63,2295,1278,944438.0,0.0013531857040906868,0.009741242940245946,0.019331224344152666,0.002541811497460713
2020-05-08,123,3722,3,246,No,945726,945480,13.009265135169437,orange,65,2360,1362,944385.0,0.0014422084213535794,0.013024349179624835,0.020602977447908274,0.0019068928553184388
2020-05-09,128,3854,4,249,No,945726,945477,13.538140007636358,orange,73,2433,1421,944299.0,0.0015048199775706634,0.013555028650882824,0.021497428251009476,0.00015991447304501607
2020-05-10,126,3952,6,257,No,945726,945469,13.326719331887137,orange,82,2515,1437,944232.0,0.0015218717433851002,0.013344178125714867,0.02174102490550143,-0.001482065340208301
2020-05-11,100,4022,4,259,No,945726,945467,10.576783748137164,orange,81,2596,1426,944207.0,0.0015102620505884833,0.010590897970466221,0.021575172151264047,-0.002912368065927696
2020-05-12,71,4069,5,264,No,945726,945462,7.509556174653238,orange,65,2661,1408,944219.0,0.0014911794827259354,0.007519441993859476,0.021302564038941933,-0.0006886328035529887
2020-05-13,87,4215,3,267,No,945726,945459,9.20187972191285,orange,62,2723,1492,944253.0,0.0015800849984061475,0.009213632363360244,0.022572642834373532,0.002648009797883072
2020-05-14,121,4387,4,272,No,945726,945454,12.7980843065871,orange,88,2811,1576,944172.0,0.001669187393822312,0.01281546158962562,0.023845534197461597,0.0036023904170390305
2020-05-15,155,4535,2,272,No,945726,945454,16.394240227446286,red,107,2918,1617,944062.0,0.001712811234855338,0.016418413197438305,0.024468731926504825,0.0031791133008564794
2020-05-16,181,4759,2,275,No,945726,945451,19.14430256036537,red,110,3028,1731,944002.0,0.001833682555757297,0.019173688191338578,0.0261954650822471,0.0016436886162699612
2020-05-17,186,4945,1,277,No,945726,945449,19.673192313916456,red,101,3129,1816,943885.0,0.0019239631946688421,0.019705790429978227,0.02748518849526917,-0.0013224600942452723
2020-05-18,156,5005,2,279,No,945726,945447,16.500131683743245,red,84,3213,1792,943809.0,0.0018986892475066459,0.016528768002848034,0.027124132107237797,-0.00429057069308415
2020-05-19,105,5076,2,282,No,945726,945444,11.105893104192315,orange,68,3281,1795,943850.0,0.0019017852412989353,0.011124649043809928,0.027168360589984786,-0.0007421058741958067
2020-05-20,142,5373,3,287,No,945726,945439,15.019477724104886,red,75,3356,2017,943863.0,0.002136962673608352,0.01504455625445642,0.030528038194405024,0.004134231558100632
2020-05-21,183,5556,3,288,No,945726,945438,19.356107962658577,red,92,3448,2108,943634.0,0.002233916963568502,0.019393112160011192,0.031913099479550025,0.004083125433457982
2020-05-22,219,5735,3,291,No,945726,945435,23.163940408383443,red,123,3571,2164,943526.0,0.002293524502769399,0.023210807121372384,0.03276463575384855,0.0011149537261397925
2020-05-23,204,5987,3,297,No,945726,945429,21.5775060845394,red,128,3699,2288,943439.0,0.00242517004279026,0.021623019612290777,0.03464528632557514,-0.0005273910303409193
2020-05-24,209,6185,4,300,No,945726,945426,22.106436675107307,red,126,3825,2360,943310.0,0.0025018286671401766,0.022156025060690546,0.03574040953057395,5.528973585876805e-05
2020-05-25,205,6352,4,305,No,945726,945421,21.683461653591362,red,100,3925,2427,943240.0,0.0025730460964335693,0.021733599084008313,0.03675780137762241,-0.0017480620108896762
2020-05-26,176,6517,4,311,No,945726,945415,18.61616327221379,red,71,3996,2521,943199.0,0.002672818779494041,0.018659901038911193,0.03818312542134344,-0.0009530439144899323
2020-05-27,187,6748,5,317,No,945726,945409,19.77979900762527,red,87,4083,2665,943134.0,0.0028256854275214337,0.01982751125502845,0.04036693467887762,0.0012747957407806352
2020-05-28,200,6952,7,326,No,945726,945400,21.15506663845991,red,121,4204,2748,942974.0,0.0029141842723129164,0.021209492520472464,0.041631203890184515,0.006207458936306164
2020-05-29,304,7429,6,331,No,945726,945395,32.1558713553594,red,155,4359,3070,942857.0,0.003256061099403197,0.032242429127640776,0.04651515856290281,0.00541645690029092
2020-05-30,302,7656,5,333,No,945726,945393,31.94438714904807,red,181,4540,3116,942501.0,0.003306097287960437,0.032042406321054304,0.04722996125657767,-0.002008745613904798
2020-05-31,266,7750,3,335,No,945726,945391,28.136506482503005,red,186,4726,3024,942429.0,0.0032087297822965973,0.02822493789983118,0.04583899688995138,-0.009496114992262633
2020-06-01,123,7799,2,338,No,945726,945388,13.010531125844627,orange,156,4882,2917,942516.0,0.003094907672654894,0.013050176336529036,0.04421296675221277,-0.007959621613727194
2020-06-02,116,8004,3,342,No,945726,945384,12.270146310917045,orange,105,4987,3017,942653.0,0.0032005414505655847,0.012305694672376792,0.04572202072236549,-0.00021278735052981685
2020-06-03,119,8108,2,342,No,945726,945384,12.58747768102697,orange,142,5129,2979,942604.0,0.003160393972442298,0.012624601635469402,0.045148485320604254,0.004243872392648179
2020-06-04,196,8388,2,344,No,945726,945382,20.732360040703124,red,183,5312,3076,942605.0,0.003263296927132786,0.02079343945767315,0.04661852753046837,0.0032901574115720023
2020-06-05,181,8547,2,349,No,945726,945377,19.145801093108886,red,219,5531,3016,942467.0,0.003200112046363427,0.019204916458613407,0.045715886376620385,-0.00015789516711662253
2020-06-06,193,8688,3,352,No,945726,945374,20.415200756525987,red,204,5735,2953,942491.0,0.003133186417695235,0.020477649123439905,0.04475980596707478,-0.002122899703617868
2020-06-07,141,8813,3,354,No,945726,945372,14.914763712062554,orange,209,5944,2869,942569.0,0.0030438089943547898,0.01495911705137767,0.04348298563363985,-0.004032902520830882
2020-06-08,117,8900,2,355,No,945726,945371,12.376093618272614,orange,205,6149,2751,942648.0,0.0029183746212796294,0.01241184408177814,0.04169106601828042,-0.0024412140726409017
2020-06-09,95,8973,2,358,No,945726,945368,10.04899679278334,orange,176,6325,2648,942770.0,0.0028087444445623003,0.010076688906095867,0.040124920636604285,-0.0012213107027012199
2020-06-10,94,9096,3,365,No,945726,945361,9.943291504515207,orange,187,6512,2584,942902.0,0.0027404756803994477,0.0099692226763757,0.039149652577134965,0.000582284315026895
2020-06-11,106,9220,4,367,No,945726,945359,11.212671588253775,orange,200,6712,2508,942955.0,0.002659723952892768,0.011241257536149657,0.03799605646989668,0.0009537694774487552
2020-06-12,112,9310,4,370,No,945726,945356,11.84738870859232,orange,304,7016,2294,943018.0,0.0024326152841197095,0.01187676163127321,0.034751646915995846,5.198406920706774e-05
2020-06-13,107,9418,2,372,No,945726,945354,11.318511372459417,orange,302,7318,2100,943128.0,0.0022266330763162584,0.011345225674563792,0.03180904394737512,-0.0007969871905406682
2020-06-14,97,9511,3,376,No,945726,945350,10.260749986777384,orange,266,7584,1927,943324.0,0.002042776394960798,0.010282787250191874,0.029182519928011397,-0.0007973196572871322
2020-06-15,92,9588,3,380,No,945726,945346,9.731886526203105,orange,123,7707,1881,943533.0,0.001993570972080468,0.009750586359989528,0.028479585315435253,-0.0009028572764678451
2020-06-16,80,9658,3,382,No,945726,945344,8.462527926342156,orange,116,7823,1835,943722.0,0.001944428549933137,0.008477072697256184,0.027777550713330525,-0.0006899735858118287
2020-06-17,79,9750,3,386,No,945726,945340,8.35678168701208,orange,119,7942,1808,943775.0,0.001915710842096898,0.00837063918836587,0.027367297744241396,0.0020657720899271512
2020-06-18,119,9945,2,386,No,945726,945340,12.58806355385364,orange,196,8138,1807,943799.0,0.0019146025795746763,0.012608616877110486,0.027351465422495374,0.002702294673986856
2020-06-19,130,10049,2,388,No,945726,945338,13.751695160884255,orange,181,8319,1730,943723.0,0.0018331650282974983,0.013775228536339583,0.026188071832821402,0.001059422801147453
2020-06-20,139,10167,0,388,No,945726,945338,14.70373559509932,orange,193,8512,1655,943815.0,0.0017535216117565413,0.014727462479405392,0.02505030873937916,-0.0012195088562415544
2020-06-21,107,10267,2,393,No,945726,945333,11.318762806333853,orange,141,8653,1614,943878.0,0.0017099667541779764,0.011336210823856474,0.024428096488256803,-0.0019610228937895274
2020-06-22,102,10355,2,396,No,945726,945330,10.789882898035607,orange,117,8770,1585,943971.0,0.0016790770055436024,0.010805416691826338,0.023986814364908605,-0.0014838897563940554
2020-06-23,79,10406,3,397,No,945726,945329,8.356878927865326,orange,95,8865,1541,944024.0,0.0016323737532096642,0.008368431311068363,0.023319625045852343,-0.0005302915212460286
2020-06-24,92,10544,1,398,No,945726,945328,9.732071831152785,orange,94,8959,1585,944090.0,0.0016788653624124818,0.00974483364933428,0.02398379089160688,0.0014299116071974406
2020-06-25,106,10674,1,399,No,945726,945327,11.213051145265078,orange,106,9065,1609,944047.0,0.001704364295421732,0.011228254525463244,0.024348061363167597,0.0022779235845018205
2020-06-26,135,10812,1,401,No,945726,945325,14.28080289847407,orange,112,9177,1635,944011.0,0.0017319713435542594,0.014300680818337921,0.024742447765060845,0.002066128336174709
2020-06-27,145,10980,2,405,No,945726,945321,15.338705053627287,red,107,9284,1696,943979.0,0.001796650137344157,0.015360511197812662,0.025666430533487956,0.0005303708352863605
2020-06-28,145,11110,2,406,No,945726,945320,15.338721279566707,red,97,9381,1729,943923.0,0.0018317172057466552,0.015361422488910642,0.026167388653523645,-0.0005820460428092866
2020-06-29,134,11216,2,407,No,945726,945319,14.175109143051182,orange,92,9473,1743,943900.0,0.0018465939188473356,0.01419641911219409,0.026379913126390507,-0.0010062117524588937
2020-06-30,126,11358,0,407,No,945726,945319,13.328833970331708,orange,80,9553,1805,943891.0,0.001912297076675167,0.013348998983992855,0.027318529666788098,-5.253131156221329e-05
2020-07-01,133,11510,0,408,No,945726,945318,14.06933962962728,orange,79,9632,1878,943841.0,0.0019897419162761523,0.014091356489069663,0.028424884518230744,0.0009544859906799475
2020-07-02,144,11649,0,408,No,945726,945318,15.232969223055099,red,119,9751,1898,943769.0,0.0020110853397388557,0.01525797096535275,0.028729790567697935,0.001166599057048601
2020-07-03,155,11823,0,409,No,945726,945317,16.396616161562736,red,130,9881,1942,943709.0,0.002057837744474197,0.016424554603166865,0.0293976820639171,0.002491249264381338
2020-07-04,191,12083,0,409,No,945726,945317,20.204862495861178,red,139,10020,2063,943654.0,0.00218618264745341,0.020240469494115426,0.031231180677905854,0.0020683302929239682
2020-07-05,194,12233,0,410,No,945726,945316,20.52223806642435,red,107,10127,2106,943524.0,0.002232057690106452,0.0205612151890148,0.03188653843009217,1.512383082517485e-06
2020-07-06,191,12396,0,411,No,945726,945315,20.204905243225802,red,102,10229,2167,943513.0,0.0022967357100538094,0.02024349426028046,0.03281051014362585,-0.0022251265285976665
2020-07-07,152,12539,1,412,No,945726,945314,16.0793133286929,red,79,10308,2231,943457.0,0.0023647076655321864,0.016110962131819468,0.03378153807903123,-0.001376930421498444
2020-07-08,165,12728,1,413,No,945726,945313,17.454536222394065,red,92,10400,2328,943416.0,0.0024676282785112825,0.017489633417283573,0.03525183255016118,0.0026515429538675177
2020-07-09,202,13004,1,414,No,945726,945312,21.36860634372567,red,106,10506,2498,943306.0,0.0026481332674657006,0.021414048039554504,0.037830475249510005,0.004880143794877376
2020-07-10,257,13312,1,416,No,945726,945310,27.18684875860829,red,135,10641,2671,943122.0,0.002832083229953283,0.027249921007038325,0.04045833185647547,0.005784300800992272
2020-07-11,311,13661,1,416,No,945726,945310,32.899260560027926,red,145,10786,2875,942920.0,0.0030490391549654267,0.03298264964153905,0.04355770221379181,0.0027109915324284167
2020-07-12,308,13928,1,417,No,945726,945309,32.58193881577347,red,145,10931,2997,942706.0,0.003179145990372396,0.03267190407189516,0.04541637129103422,-0.002593359228313042
2020-07-13,262,14098,1,420,No,945726,945306,27.715893054735716,red,134,11065,3033,942584.0,0.003217750354345077,0.027795931184912963,0.04596786220492966,-0.003286371054810059
2020-07-14,246,14399,1,421,No,945726,945305,26.0233469620916,red,126,11191,3208,942559.0,0.003403500470527574,0.02609916196227504,0.04862143529325105,-0.0006338462026484193
2020-07-15,250,14679,2,425,No,945726,945301,26.4466027223075,red,133,11324,3355,942392.0,0.003560089644224484,0.026528238779616124,0.050858423488921195,0.0038782015960881905
2020-07-16,319,15057,2,426,No,945726,945300,33.74590077224162,red,144,11468,3589,942238.0,0.0038090164056215096,0.03385556515445142,0.054414520080307276,0.003774223782593431
2020-07-17,321,15363,2,428,No,945726,945298,33.95754566284918,red,155,11623,3740,941993.0,0.0039703055118243975,0.03407668634480299,0.05671865016891996,-9.886104034701262e-05
2020-07-18,317,15632,1,429,No,945726,945297,33.53443415138311,red,191,11814,3818,941831.0,0.004053805831407121,0.033657843073757396,0.057911511877244574,-0.0006321404596969331
2020-07-19,309,15985,2,432,No,945726,945294,32.6882430228056,red,194,12008,3977,941717.0,0.004223137099574501,0.03281240542540912,0.06033052999392143,-0.0006854142537141457
2020-07-20,304,16275,2,434,No,945726,945292,32.15937509256399,red,191,12199,4076,941555.0,0.004329008926722284,0.032287014566329104,0.06184298466746119,0.00016382317264998156
2020-07-21,312,16570,2,436,No,945726,945290,33.0057442689545,red,152,12351,4219,941459.0,0.004481342257071206,0.033140051770709084,0.06401917510101722,-0.002121167145809356
2020-07-22,264,16777,3,441,No,945726,945285,27.9280851806598,red,165,12516,4261,941355.0,0.004526453888278067,0.028044680274710392,0.06466362697540096,-0.0002627912099056953
2020-07-23,307,17197,3,444,No,945726,945282,32.477080913420544,red,202,12718,4479,941300.0,0.0047583129714225,0.03261446935089769,0.06797589959175,0.003086299725775685
2020-07-24,322,17537,3,446,No,945726,945280,34.06398104265403,red,257,12975,4562,941045.0,0.004847802177366651,0.03421727972626176,0.06925431681952358,0.002876382834039338
2020-07-25,361,17861,2,448,No,945726,945278,38.18982352281551,red,311,13286,4575,940907.0,0.004862329645756701,0.03836723501897637,0.06946185208223858,-0.00042142418352542066
2020-07-26,314,18140,2,450,No,945726,945276,33.21781151748272,red,308,13594,4546,940840.0,0.004831852387228434,0.03337443135921092,0.06902646267469191,-0.005632358677255957
2020-07-27,255,18302,1,450,No,945726,945276,26.976248206872913,red,262,13856,4446,940872.0,0.004725403668086626,0.027102517664464455,0.0675057666869518,-0.004891479572538432
2020-07-28,222,18528,2,454,No,945726,945272,23.485303700945337,red,246,14102,4426,941018.0,0.004703416937826907,0.023591472214134056,0.06719167054038437,-0.002446688850063298
2020-07-29,209,18769,1,455,No,945726,945271,22.11006155906613,red,250,14352,4417,941054.0,0.004693673264233508,0.02220913996433786,0.06705247520333582,0.0017528299233306403
2020-07-30,255,19069,2,458,No,945726,945268,26.976476512481117,red,319,14671,4398,941059.0,0.0046734583060148195,0.027097132060795337,0.06676369008592599,0.001647699124715277
2020-07-31,240,19248,1,459,No,945726,945267,25.389651812662454,red,321,14992,4256,941009.0,0.004522804776574932,0.025504538213768413,0.0646114968082133,-0.0002669283725985315
2020-08-01,250,19519,2,461,Yes,945726,945265,26.44760992949067,red,317,15309,4210,941149.0,0.0044732555631467495,0.026563275315598274,0.06390365090209642,-0.0011181725980693863
2020-08-02,219,19727,2,464,Yes,945726,945262,23.16817982739177,red,309,15618,4109,941199.0,0.004365707995864849,0.02326819301762964,0.06236725708378355,-0.002551887140433938
2020-08-03,202,19855,2,466,Yes,945726,945260,21.36978185895944,red,304,15922,3933,941308.0,0.004178228592554191,0.021459501034730398,0.05968897989363129,-0.003083810738083564
2020-08-04,161,20003,2,468,Yes,945726,945258,17.03238692505115,red,312,16234,3769,941489.0,0.004003233176383367,0.017100571541462512,0.057189045376905244,-0.0028180640537828518
2020-08-05,149,20175,1,468,Yes,945726,945258,15.762892247407587,red,264,16498,3677,941645.0,0.003904868607596281,0.015823372927164694,0.05578383725137544,0.0008998541231935789
2020-08-06,178,20389,1,471,Yes,945726,945255,18.830897482689856,red,307,16805,3584,941785.0,0.0038055394808793937,0.01890027978784967,0.05436484972684848,0.003289850960701099
2020-08-07,211,20637,1,473,Yes,945726,945253,22.32206615583341,red,322,17127,3510,941835.0,0.00372676742741563,0.022403074848566892,0.05323953467736614,0.0037148234671327794
2020-08-08,248,20920,2,475,Yes,945726,945251,26.236417628756808,red,361,17488,3432,941894.0,0.0036437221173507848,0.02632992672211523,0.05205317310501121,0.0006889048895541618
2020-08-09,224,21062,1,476,Yes,945726,945250,23.697434541126686,red,314,17802,3260,941933.0,0.0034609680306348753,0.023780884627675216,0.049442400437641074,-0.0036123646296427267
2020-08-10,180,21178,1,477,Yes,945726,945249,19.0426014732626,red,255,18057,3121,942152.0,0.003312628960082874,0.019105197462829775,0.047323270858326764,-0.004621380924757118
2020-08-11,137,21331,2,482,Yes,945726,945244,14.49361223133921,orange,222,18279,3052,942350.0,0.003238711731310023,0.01453812277816098,0.04626731044728604,-0.0036637046551117975
2020-08-12,111,21396,2,482,Yes,945726,945244,11.742999691085053,orange,209,18488,2908,942452.0,0.0030855682835836734,0.01177778815260618,0.04407954690833819,0.0013241092681061054
2020-08-13,162,21666,1,482,Yes,945726,945244,17.13843198158359,red,255,18743,2923,942609.0,0.00310096763345141,0.01718634131437319,0.04429953762073442,0.0037657866402227526
2020-08-14,182,21879,0,484,Yes,945726,945242,19.254328521161778,red,240,18983,2896,942548.0,0.0030725225664899824,0.019309361433051685,0.04389317952128546,0.003023757169333948
2020-08-15,219,22054,2,488,Yes,945726,945238,23.16876807745774,red,250,19233,2821,942590.0,0.0029928176619739228,0.023233855653041088,0.04275453802819889,-1.0958949315156147e-06
2020-08-16,182,22212,2,489,Yes,945726,945237,19.25443037037272,red,219,19452,2760,942655.0,0.002927900451384653,0.019307169643188654,0.04182714930549504,-0.003608416529215964
2020-08-17,151,22334,2,490,Yes,945726,945236,15.974846493362504,red,202,19654,2680,942747.0,0.0028427563280498374,0.01601702259460916,0.04061080468642624,-0.004721697892261373
2020-08-18,93,22334,1,491,Yes,945726,945235,9.838823149798728,orange,161,19815,2519,942844.0,0.002671703908599938,0.009863773858665909,0.038167198694284823,-0.0019642674322121025
2020-08-19,114,22556,0,491,Yes,945726,945235,12.060492893301666,orange,149,19964,2592,943046.0,0.0027485403681262633,0.012088487730184954,0.039264862401803755,0.0029155337613461126
2020-08-20,148,22778,1,493,Yes,945726,945233,15.657515131189877,red,178,20142,2636,942985.0,0.0027953785054905434,0.015694841381358134,0.0399339786498649,0.004985417439461925
2020-08-21,208,22960,1,496,Yes,945726,945230,22.005226241232293,red,211,20353,2607,942912.0,0.0027648391366320506,0.022059322609108804,0.039497701951886434,0.002545958090707876
2020-08-22,196,23144,2,498,Yes,945726,945228,20.735737832565263,red,248,20601,2543,942908.0,0.0026969757388843876,0.020786757562773886,0.038528224841205536,-0.0034469541190113905
2020-08-23,143,23209,2,500,Yes,945726,945226,15.128657061909005,red,224,20825,2384,942935.0,0.002528276074172663,0.015165414371086023,0.03611822963103804,-0.00472070579667029
2020-08-24,107,23281,2,502,Yes,945726,945224,11.320068047362318,orange,180,21005,2276,943118.0,0.0024132717220962806,0.011345345969433306,0.034475310315661145,-0.003130111428230683
2020-08-25,84,23396,2,504,Yes,945726,945222,8.886801195909532,orange,137,21142,2254,943270.0,0.0023895597230909494,0.008905191514624657,0.03413656747272784,-0.0003193255524682999
2020-08-26,101,23514,2,507,Yes,945726,945219,10.685354399350839,orange,111,21253,2261,943335.0,0.002396815553329411,0.010706694864496706,0.03424022219042015,0.0024907150252783004
2020-08-27,131,23676,2,508,Yes,945726,945218,13.859236705183354,orange,162,21415,2261,943354.0,0.0023967672793034217,0.013886621565181258,0.03423953256147745,0.0024914277884389557
2020-08-28,148,23841,2,510,Yes,945726,945216,15.65779673640734,red,182,21597,2244,943303.0,0.0023788750804354486,0.015689550441374617,0.03398392972050641,0.0012195218263354821
2020-08-29,154,23977,1,511,Yes,945726,945215,16.29258951667081,red,219,21816,2161,943300.0,0.0022908936711544575,0.016325665217852222,0.03272705244506367,-0.0014314337743887079
2020-08-30,121,24040,1,513,Yes,945726,945213,12.801347421163273,orange,182,21998,2042,943346.0,0.0021646352451804535,0.012826682892597202,0.030923360645435046,-0.0039763020027376765
2020-08-31,79,24079,1,515,Yes,945726,945211,8.357922199381937,orange,151,22149,1930,943502.0,0.0020455706506186527,0.008373061212376869,0.02922243786598075,-0.0027043195153817834
2020-09-01,70,24189,1,515,Yes,945726,945211,7.405753847553615,orange,93,22242,1947,943645.0,0.0020632759141414408,0.007418043861833635,0.029475370202020578,-0.000265734917792082
2020-09-02,74,24263,1,517,Yes,945726,945209,7.828956347220561,orange,114,22356,1907,943686.0,0.0020207992912896875,0.007841591376792705,0.02886856130413839,0.0015892439466614512
2020-09-03,100,24380,1,519,Yes,945726,945207,10.579693125421205,orange,148,22504,1876,943705.0,0.0019879093572673662,0.010596531755156537,0.028398705103819515,0.0033378516388319467
2020-09-04,137,24601,2,521,Yes,945726,945205,14.49421025068636,orange,208,22712,1889,943702.0,0.002001691211844417,0.014517294654456598,0.028595588740634524,0.0024908122452856956
2020-09-05,147,24706,1,521,Yes,945726,945205,15.552181801831349,red,196,22908,1798,943629.0,0.001905409859171348,0.015578156245727929,0.02722014084530497,0.00010573154304419335
2020-09-06,139,24799,1,522,Yes,945726,945204,14.70582011925468,orange,143,23051,1748,943732.0,0.0018522207575879593,0.014728757740544985,0.026460296536970844,-0.003339147785463889
2020-09-07,84,24853,1,526,Yes,945726,945200,8.887008040626322,orange,107,23158,1695,943835.0,0.0017958647433078876,0.00889986067480015,0.025655210618684105,-0.0031797199358667566
2020-09-08,79,24944,2,527,Yes,945726,945199,8.358028309382469,orange,84,23242,1702,943924.0,0.0018031112674325475,0.008369317868811472,0.025758732391893534,-0.0006890980811125992
